No,Cinsiyet,Yas,MedDur,Cocuk,Egitim,StrKay,Sigara,op1,op2,op3,op4,op5,op6,mast1,mast2,mast3,mast4,mast5,mast6,mast7,pn1,pn2,pn3,pn4,pn5,pn6,pn7,pn8,pn9,pn10,pn11,pn12,pn13,pn14,pn15,pn16,pn17,pn18,pn19,pn20,lifsat1,lifsat2,lifsat3,lifsat4,lifsat5,pss1,pss2,pss3,pss4,pss5,pss6,pss7,pss8,pss9,pss10,sest1,sest2,sest3,sest4,sest5,sest6,sest7,sest8,sest9,sest10,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,pc17,pc18,Rop2,Rop4,Rop6,Rmast1,Rmast3,Rmast4,Rmast6,Rmast7,Rpss4,Rpss5,Rpss7,Rpss8,Rsest3,Rsest5,Rsest7,Rsest9,Rsest10,Rpc1,Rpc2,Rpc7,Rpc11,Rpc15,Rpc16,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss
423,2,27,1,2,5,9,2,4,1,4,2,4,2,2,4,2,2,4,2,2,4,2,1,4,1,5,5,2,4,1,3,5,3,1,4,2,4,4,1,1,5,5,5,5,5,3,4,3,4,4,2,3,4,3,2,4,4,1,4,1,4,1,4,1,1,0,1,1,0,0,0,0,1,0,1,2,2,4,4,4,3,2,4,5,3,2,3,4,2,2,2,4,4,5,4,4,3,3,3,3,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,25,23,42,15,25,26,40,4,68
321,1,23,3,2,5,1,2,3,2,4,2,5,3,2,3,2,2,4,2,2,4,3,2,4,1,4,3,3,2,1,3,4,4,3,4,1,4,4,3,3,5,5,5,4,5,2,3,3,4,4,2,3,4,2,2,4,4,1,4,1,3,2,4,2,1,1,1,0,0,0,0,1,1,0,1,4,4,2,2,4,3,4,3,3,2,2,3,3,3,2,2,4,4,4,4,3,3,3,3,3,3,2,2,3,2,4,4,3,3,4,2,2,2,4,4,4,23,22,37,23,24,23,37,5,54
13,2,45,4,1,5,1,2,5,1,5,1,5,1,2,4,1,1,4,1,1,5,2,1,3,1,5,5,3,4,1,3,4,4,1,3,1,4,4,3,1,7,7,7,7,7,3,2,4,4,5,4,3,4,4,3,4,4,1,4,1,4,1,4,1,1,0,1,1,0,0,0,0,0,0,0,2,4,1,3,2,3,3,4,2,1,4,4,3,3,3,3,3,3,5,5,5,3,4,4,4,4,2,1,3,2,4,4,4,4,4,4,2,3,2,3,3,30,27,41,17,35,28,40,2,49
410,2,48,5,2,2,1,2,4,3,5,1,5,1,1,4,1,1,4,1,2,4,1,1,4,1,5,5,2,4,1,2,3,3,1,3,1,5,5,1,1,5,4,6,6,6,3,3,3,5,4,3,4,4,3,2,4,4,1,4,1,4,1,4,1,1,0,1,1,0,1,0,1,1,0,0,1,2,3,5,4,4,4,4,5,4,3,4,2,2,2,2,3,4,3,5,5,4,4,4,4,3,1,2,2,2,4,4,4,4,4,5,4,2,3,4,4,27,27,41,12,27,24,40,5,66
286,1,33,4,1,4,1,1,4,1,4,1,5,1,1,4,1,2,4,3,3,2,3,1,4,3,5,3,3,5,2,2,4,5,1,4,4,5,4,3,2,2,2,3,3,2,3,3,3,4,4,3,4,5,5,3,3,4,1,3,1,4,2,2,2,2,1,1,1,1,0,0,0,0,0,0,4,5,4,4,4,3,3,5,5,4,3,4,2,3,3,2,2,4,5,5,5,4,4,3,2,2,2,2,2,1,4,4,3,3,3,2,1,3,3,3,4,28,23,41,24,12,27,33,4,60
208,2,27,4,2,2,1,2,5,3,4,4,5,4,4,4,4,4,3,3,3,5,3,3,4,1,5,5,3,3,2,2,3,3,3,3,2,5,4,2,2,6,6,6,6,3,3,2,2,4,4,2,3,4,3,3,4,4,4,3,1,4,1,4,1,4,1,1,1,1,1,0,1,0,0,0,3,4,3,4,4,1,2,4,2,4,4,4,4,2,3,3,2,3,3,2,2,1,1,1,2,2,2,2,3,2,1,4,4,4,1,3,2,4,2,3,3,21,14,40,23,27,24,33,6,54
490,2,22,1,2,5,1,2,5,1,5,1,5,1,1,4,1,1,4,1,2,4,2,3,4,1,4,4,2,4,2,2,3,4,2,4,1,3,4,3,2,5,7,7,7,7,2,3,3,5,4,3,5,5,3,2,4,4,1,1,1,4,2,4,1,3,0,1,0,1,0,0,1,1,1,1,1,1,3,4,4,4,2,4,3,5,2,4,4,4,2,2,4,3,5,5,5,4,4,4,4,3,1,2,1,1,4,4,3,4,2,5,5,4,4,4,4,30,27,38,20,33,21,34,6,72
164,1,31,2,2,5,1,2,3,3,2,3,3,3,2,3,3,2,4,3,3,3,2,2,2,1,3,3,2,3,1,3,3,2,2,3,2,3,2,2,2,4,4,3,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,2,2,3,2,3,3,1,1,1,0,0,0,0,1,0,0,4,3,3,4,3,4,4,3,4,4,2,4,3,3,2,2,4,5,3,3,3,3,2,3,2,2,3,3,3,3,2,3,2,2,2,2,3,2,4,4,4,17,19,27,19,18,32,24,4,63
82,2,49,7,2,3,1,2,2,3,3,4,3,3,3,3,1,1,3,2,2,3,4,1,2,2,4,3,4,4,4,4,2,2,2,2,3,2,3,2,2,2,2,2,3,3,3,3,4,4,2,3,2,3,4,4,3,3,3,3,3,3,4,3,4,2,1,1,1,0,1,0,0,0,1,1,4,4,2,2,4,2,5,2,2,2,3,3,4,3,3,3,3,3,3,2,3,2,4,4,3,3,2,4,4,3,2,2,1,1,3,2,2,1,3,3,3,16,22,27,28,12,34,24,6,46
293,1,34,4,1,4,1,1,3,1,4,1,5,4,1,4,1,1,4,1,3,5,3,2,4,2,5,4,2,4,1,3,4,4,2,5,2,4,4,2,1,5,4,4,4,3,3,3,4,3,5,2,4,4,4,2,4,4,1,4,1,4,1,4,2,1,1,1,1,0,0,1,0,1,0,0,2,3,5,4,4,4,2,3,4,4,2,4,3,4,2,2,4,4,5,5,2,4,4,4,4,2,3,1,2,2,4,4,4,3,4,4,3,4,4,4,4,24,26,43,20,20,26,39,5,70
292,2,33,4,1,3,4,1,4,3,5,1,1,5,2,3,2,3,3,4,4,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,2,4,4,4,5,6,6,6,4,3,3,3,3,3,3,3,4,3,3,3,1,3,1,2,4,2,3,3,1,1,1,1,1,0,1,1,0,0,4,4,2,2,2,1,2,2,4,3,3,2,2,1,4,4,2,3,3,5,1,3,3,2,1,1,3,3,3,3,4,4,1,2,2,2,2,4,3,2,2,19,16,24,25,27,32,26,7,41
536,2,24,4,2,4,1,2,5,1,5,1,4,4,1,4,2,2,4,1,1,4,1,1,3,1,4,4,1,2,1,1,3,3,1,5,1,4,4,1,1,7,7,7,7,7,1,1,3,4,4,2,3,4,2,2,4,4,1,4,1,4,2,4,1,1,0,1,1,1,1,1,1,0,0,0,3,2,3,2,2,4,2,4,3,3,2,3,4,4,2,2,4,4,5,5,2,4,3,3,4,4,2,2,3,2,4,4,3,4,4,3,4,4,4,4,4,26,26,36,10,35,20,39,6,63
214,1,56,4,2,2,8,2,3,3,4,2,4,4,2,4,1,1,3,1,2,3,2,1,4,1,3,3,2,3,2,2,3,3,1,4,1,4,3,2,2,6,6,6,6,6,2,2,2,4,4,2,4,4,3,1,4,4,1,4,1,3,2,3,2,1,1,1,1,0,0,0,0,1,0,0,3,3,4,4,4,2,2,2,4,4,1,2,4,2,2,2,2,3,3,4,2,3,4,4,4,3,2,2,2,2,4,4,3,3,4,3,3,4,5,4,4,20,25,33,16,30,20,36,4,60
402,2,23,1,1,5,1,2,4,3,4,2,4,2,2,3,2,2,3,2,2,3,4,1,3,1,3,2,2,3,3,4,1,2,1,2,1,2,3,3,4,5,5,4,6,6,4,2,4,4,5,4,3,4,5,3,4,3,1,3,2,3,1,3,2,1,1,0,1,1,1,0,0,0,0,1,2,3,3,2,4,4,4,2,3,3,3,3,4,4,4,4,3,4,3,4,4,3,3,3,3,3,2,1,3,2,4,3,4,3,4,4,3,2,3,2,2,23,21,24,24,26,30,34,5,55
56,2,48,4,1,4,5,2,3,3,3,3,4,1,3,4,3,4,3,4,4,4,4,2,3,1,5,5,4,3,2,2,2,2,2,4,2,4,3,3,5,4,3,2,3,2,3,4,5,4,3,3,3,4,5,3,4,4,1,4,1,4,4,4,1,1,1,1,1,0,1,0,0,1,0,1,4,3,4,4,4,2,1,4,2,1,1,1,1,1,5,4,1,1,3,3,5,2,2,1,1,1,2,3,3,2,4,4,1,4,4,2,3,5,5,1,2,21,14,35,27,14,33,37,6,44
105,1,48,4,1,4,,2,4,2,4,4,4,4,3,3,2,2,3,1,1,4,1,1,4,1,3,4,1,4,1,1,3,3,1,4,1,3,4,1,1,5,5,5,5,4,2,2,2,4,3,1,4,4,4,3,4,4,2,4,1,4,1,3,1,1,0,0,1,0,0,0,1,1,0,1,4,2,4,4,4,3,3,4,4,4,2,3,3,3,4,2,3,3,4,2,2,2,3,3,4,4,2,3,2,2,3,4,4,4,4,2,4,3,4,2,4,20,22,36,10,24,23,38,4,61
101,2,25,3,2,3,1,1,4,2,4,2,5,2,2,4,2,1,4,2,1,4,2,1,3,1,3,3,2,5,1,2,4,4,1,5,1,4,4,2,2,6,6,6,4,7,2,2,1,4,4,2,4,4,2,2,4,4,1,3,1,4,1,4,4,4,1,1,1,0,0,0,0,1,0,0,2,3,2,4,5,5,3,3,4,3,3,3,3,3,2,2,4,5,4,4,4,3,3,4,3,4,2,2,2,2,4,4,4,1,1,4,3,3,3,4,4,25,25,39,15,29,19,33,4,65
246,1,65,4,1,4,5,2,3,4,4,2,4,3,1,2,3,3,3,2,2,4,1,1,4,1,4,4,1,3,1,1,3,4,1,3,1,4,4,1,1,3,5,5,3,2,2,2,2,4,4,2,4,4,2,2,3,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,0,0,1,0,2,3,4,4,4,4,3,3,4,4,3,4,4,4,2,2,4,4,2,4,3,4,2,2,3,3,2,2,2,2,2,2,3,3,4,4,3,3,3,4,4,20,19,37,10,18,20,29,7,68
111,1,32,4,1,5,4,2,3,2,4,2,4,2,2,4,1,2,3,1,2,4,2,1,4,1,4,5,1,5,2,2,4,4,1,4,2,4,5,1,1,6,6,6,6,5,3,2,2,4,4,2,4,5,3,2,3,4,1,4,2,4,1,4,1,2,1,1,1,0,1,1,1,1,0,1,2,3,5,4,5,4,2,4,4,4,1,4,3,4,1,1,4,4,4,4,4,3,4,3,4,3,2,2,2,1,4,3,4,4,3,4,3,4,5,5,5,23,24,43,14,29,21,37,8,75
83,2,42,4,1,2,9,2,3,3,3,3,4,4,2,1,1,1,1,1,1,4,1,2,4,1,4,3,2,4,1,2,3,3,2,4,1,4,4,2,1,7,7,7,7,7,1,5,2,5,5,2,4,5,2,2,4,4,1,4,4,4,1,4,1,4,1,1,1,1,1,0,1,1,0,0,4,2,4,5,3,1,4,4,5,4,5,2,4,1,4,4,1,2,3,3,2,3,4,4,4,4,1,1,2,1,4,1,4,4,1,2,4,2,1,2,2,18,21,37,15,35,19,34,7,49
191,2,49,4,1,2,4,2,3,1,5,1,5,1,2,3,1,1,4,1,2,4,2,1,4,2,4,4,1,4,1,1,3,4,1,4,1,4,4,1,1,6,6,6,6,6,3,3,3,4,4,3,4,4,3,2,4,4,1,4,1,4,1,4,1,1,1,0,1,0,1,0,1,0,0,0,2,2,4,4,4,4,3,4,3,4,3,4,4,4,2,2,4,4,5,5,5,3,4,4,4,3,2,2,2,2,4,4,4,4,4,4,4,3,3,4,4,28,25,39,12,30,25,40,4,69
486,1,24,1,2,3,1,2,5,4,4,2,4,3,2,4,2,2,2,2,3,4,3,1,2,2,3,3,2,2,1,2,2,3,1,4,1,2,2,2,1,6,7,5,4,3,4,3,2,4,3,2,3,2,3,3,4,4,1,4,1,3,3,3,2,2,1,1,0,0,1,0,0,0,0,1,2,4,3,4,4,3,2,1,2,4,4,3,3,2,3,3,3,4,2,4,3,3,3,3,3,2,2,3,3,4,4,4,2,3,3,4,2,4,2,3,3,22,20,27,16,25,29,34,4,54
94,2,21,1,2,5,1,2,4,2,4,2,3,2,2,3,2,2,3,3,4,3,3,1,3,1,4,2,3,3,1,3,2,3,1,2,1,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,1,3,1,2,2,4,1,2,0,1,1,1,0,0,1,0,0,1,2,2,4,3,4,3,4,3,3,4,4,4,2,3,2,3,4,4,4,4,4,3,3,3,2,1,3,3,3,3,4,4,3,4,3,4,4,2,2,4,3,23,18,27,16,15,29,35,5,60
89,1,22,2,2,5,1,2,4,1,4,1,5,1,1,4,1,1,4,1,1,5,5,1,4,1,2,5,1,5,2,3,2,5,1,5,2,4,3,2,1,6,6,6,6,2,4,2,4,5,5,3,4,5,1,2,4,4,1,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,0,0,2,2,3,2,3,5,1,4,4,4,2,4,2,4,2,2,4,4,5,5,5,4,4,4,4,4,1,1,2,1,4,4,3,4,4,4,4,5,4,4,4,28,28,40,19,26,21,39,8,68
211,1,33,4,1,3,5,2,3,2,4,3,5,3,2,2,2,3,4,1,2,3,2,1,2,1,2,3,2,4,2,3,1,2,1,3,1,4,2,2,1,5,6,5,7,2,3,3,3,4,4,2,4,3,4,2,3,4,1,3,2,3,2,3,3,1,0,1,1,1,0,0,1,1,1,0,2,4,4,3,5,3,3,3,4,4,2,3,4,2,3,2,4,4,4,3,3,3,3,2,4,3,2,2,2,3,4,3,3,2,4,4,2,3,4,3,4,22,21,26,16,25,26,32,6,63
42,1,50,5,1,6,8,2,4,2,4,1,5,1,1,3,1,1,4,2,1,5,4,2,3,1,4,3,3,4,4,3,4,4,2,3,1,4,5,3,1,7,6,6,7,6,2,3,3,4,4,3,3,4,3,2,4,4,1,4,1,4,1,4,4,3,1,1,1,0,0,0,0,0,0,0,3,2,5,5,5,4,1,4,4,4,1,4,3,3,2,1,4,4,4,5,5,4,4,4,3,4,2,2,3,2,4,4,4,1,2,3,4,5,5,4,5,27,26,39,24,32,25,35,3,75
515,2,26,3,2,5,1,2,5,1,4,2,5,2,1,4,1,1,4,3,3,4,4,3,2,2,4,5,4,4,2,3,1,4,2,3,3,2,2,3,2,5,5,6,6,3,2,3,5,4,4,5,3,3,5,4,4,4,1,4,1,4,2,4,3,3,1,1,0,0,1,0,1,1,0,0,2,4,4,4,4,4,5,2,3,3,2,4,3,2,4,3,2,2,5,4,4,4,4,4,2,2,2,2,3,3,4,4,3,2,2,4,2,1,4,2,3,27,24,31,28,25,34,35,5,53
251,1,45,4,1,4,1,2,4,2,4,2,5,1,4,3,2,2,4,2,2,3,3,2,1,2,3,3,2,3,2,2,3,2,1,4,1,3,2,1,1,3,5,4,3,2,2,4,3,3,4,3,3,3,4,3,4,4,3,3,3,4,2,2,2,1,1,0,1,1,0,0,0,1,1,0,2,3,1,3,1,1,2,1,2,2,2,2,2,2,2,4,2,2,4,4,5,1,3,3,3,3,3,2,3,3,2,2,3,3,4,4,3,4,4,4,2,26,20,27,17,17,30,31,5,42
516,1,40,4,2,3,1,2,2,3,4,2,4,4,2,3,2,1,4,3,1,4,2,1,3,1,4,5,2,3,1,1,3,5,1,4,1,3,2,2,1,5,4,5,2,1,2,1,2,4,4,3,3,4,1,1,3,3,1,3,4,3,2,3,2,1,0,1,1,0,1,0,1,1,1,1,2,2,5,4,4,4,3,3,4,4,2,4,3,3,2,4,3,3,3,4,2,3,3,4,2,4,2,2,3,2,4,1,3,3,4,4,4,3,4,4,2,19,23,36,13,17,19,30,7,65
476,2,61,4,2,2,7,1,5,1,5,1,5,1,4,3,1,2,4,1,1,5,1,1,3,1,4,4,1,3,1,1,4,4,1,3,1,3,3,1,1,5,6,7,7,7,3,3,2,4,3,2,5,4,1,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,0,1,1,0,1,1,1,4,4,4,4,4,5,5,5,5,5,4,5,4,1,4,4,5,5,5,1,4,3,4,4,2,3,1,2,4,4,4,4,4,5,5,2,1,2,5,30,23,36,10,32,21,40,7,73
86,1,22,1,2,5,1,2,4,2,4,3,3,4,3,4,2,2,4,1,1,5,1,2,5,1,3,5,1,4,1,2,3,5,3,5,2,4,4,4,2,6,5,5,5,1,1,2,4,4,4,3,3,4,3,2,4,4,1,3,1,4,2,4,2,1,1,1,1,1,1,1,1,1,1,0,2,3,2,4,5,4,4,5,4,4,2,3,3,3,3,2,3,4,4,3,2,2,3,3,4,4,2,2,3,2,4,4,3,3,4,4,3,2,4,3,4,20,24,43,19,22,24,37,9,64
110,2,27,1,2,5,3,1,3,3,4,2,4,4,2,4,1,1,4,1,2,2,4,2,4,1,2,3,2,2,3,3,2,3,2,2,1,2,3,1,2,2,3,3,2,1,3,2,3,3,3,2,4,3,4,2,4,4,1,1,1,3,3,4,2,2,0,1,1,1,1,0,0,0,0,0,2,3,3,3,3,2,3,4,4,4,2,2,2,2,4,4,2,4,3,4,2,3,4,4,4,3,3,3,2,3,4,4,2,3,3,4,3,3,4,2,2,20,26,25,21,11,27,32,4,53
80,2,22,1,2,3,9,2,5,1,5,1,5,1,2,2,2,1,1,2,3,4,2,1,4,1,5,4,1,4,1,1,4,3,1,4,1,5,4,1,2,6,7,7,7,7,2,2,3,4,5,2,3,4,2,1,4,4,1,4,1,4,1,4,1,1,1,1,1,0,0,0,0,1,0,0,5,4,3,3,4,4,2,5,2,4,2,4,4,3,1,2,3,4,5,5,5,3,3,4,3,2,2,1,3,2,4,4,4,4,4,1,2,4,4,5,4,30,18,41,12,34,20,40,4,63
433,2,49,5,1,4,8,2,4,2,4,1,4,1,1,4,1,2,4,1,1,4,2,1,4,1,5,5,2,5,2,3,4,3,1,4,1,5,4,1,1,6,6,6,6,6,3,3,3,4,4,2,4,4,2,2,4,4,1,4,1,4,1,4,1,1,1,1,1,1,1,0,0,1,0,1,3,3,4,4,4,4,3,4,4,3,2,4,4,4,2,2,4,4,4,5,5,4,4,3,4,4,2,2,2,2,4,4,4,4,4,3,3,3,4,4,4,26,27,43,15,30,23,40,7,68
220,1,36,4,1,4,1,2,5,2,5,1,5,1,1,4,1,1,4,1,2,5,2,1,4,1,4,4,2,5,2,2,4,4,1,4,1,4,5,3,1,6,6,7,7,7,2,2,3,4,4,2,4,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,0,0,0,0,0,4,3,4,4,5,2,2,3,4,5,2,4,5,2,4,3,3,4,4,5,5,4,4,4,4,3,2,2,2,2,4,4,4,4,4,2,3,4,4,2,3,29,27,43,16,33,22,40,4,63
409,1,46,4,2,5,1,2,3,3,3,2,4,3,4,4,4,4,2,2,3,3,4,2,3,2,4,3,2,2,3,3,2,2,2,3,3,2,3,2,2,4,4,4,3,3,4,4,3,3,2,3,3,3,4,3,2,4,2,3,2,3,2,3,2,1,0,1,1,0,1,1,1,0,0,0,3,3,3,2,4,3,3,3,2,3,2,3,3,2,4,4,3,3,3,4,3,1,1,1,3,2,3,4,3,3,3,3,3,3,4,3,3,3,4,2,2,20,14,27,25,18,34,31,5,51
537,2,27,2,2,6,1,1,1,5,4,1,5,1,4,4,1,1,4,1,1,4,2,1,4,1,4,4,1,5,2,2,4,4,1,4,1,5,4,1,1,5,6,6,6,6,2,2,2,4,4,2,4,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,0,1,1,0,0,1,0,1,1,3,5,4,5,5,4,3,5,5,1,5,4,5,1,1,5,5,1,5,5,1,4,4,4,4,2,2,2,2,4,4,4,4,4,5,3,2,5,5,5,21,25,42,13,29,21,40,6,81
529,2,41,5,1,4,1,2,2,4,4,4,3,4,2,4,2,3,4,3,3,3,2,2,4,1,4,3,2,3,2,2,2,2,2,2,1,3,3,3,2,2,2,3,5,3,3,3,3,3,2,3,3,3,4,3,4,4,1,4,1,4,1,4,2,1,1,1,1,1,1,0,0,1,1,0,2,2,4,4,4,3,2,3,3,3,3,3,4,3,3,3,2,2,2,2,2,3,3,2,2,2,3,4,3,3,4,4,4,3,4,4,4,4,3,3,3,15,20,29,19,15,32,39,7,59
461,2,21,1,2,4,8,1,1,4,2,4,2,5,1,4,2,2,4,3,2,4,4,1,3,1,4,3,3,4,2,3,3,3,2,4,2,3,4,3,4,3,3,4,4,2,4,4,5,4,3,3,4,3,4,3,4,4,1,4,1,3,1,3,2,2,1,1,1,1,0,1,0,1,0,0,1,3,3,4,4,5,3,5,3,4,4,3,2,3,2,4,4,5,2,2,1,4,3,3,2,3,2,3,2,3,4,4,4,3,3,5,3,3,2,4,2,10,23,35,25,16,33,36,6,64
464,1,36,4,1,6,8,2,4,1,5,1,4,4,1,3,1,1,4,1,2,4,2,1,3,1,3,5,1,5,3,3,4,4,1,4,1,4,4,4,3,6,6,6,6,5,2,2,3,4,4,2,4,4,3,2,4,4,1,4,1,4,1,4,2,1,1,1,1,0,0,0,0,0,0,0,2,1,5,4,4,4,2,3,4,4,1,4,4,4,1,1,4,4,5,5,2,4,4,4,4,3,2,2,2,2,4,4,4,3,4,4,5,4,5,5,5,25,26,40,20,29,22,39,3,76
357,1,36,4,1,6,9,2,2,2,4,2,5,3,2,4,1,1,4,2,2,3,1,1,3,1,4,4,3,4,3,3,3,4,1,1,1,3,3,2,1,5,6,5,5,5,2,2,3,5,4,3,4,4,2,2,4,4,1,3,3,3,1,3,2,1,1,1,1,0,1,1,1,0,1,1,1,2,4,4,4,4,1,4,5,5,1,5,4,4,2,2,4,5,4,4,3,3,4,4,3,3,1,2,2,2,4,2,4,3,4,5,4,5,5,4,4,22,25,32,17,26,21,34,8,79
44,1,40,4,1,5,8,2,4,1,5,2,5,4,3,4,1,2,4,1,1,5,1,3,4,1,4,3,1,4,1,1,4,5,2,4,1,4,4,3,1,6,6,6,6,7,2,2,3,4,5,2,4,4,2,2,4,4,1,4,1,4,1,4,1,1,1,1,1,0,1,1,0,1,1,1,1,4,5,4,5,4,1,5,5,4,3,5,4,4,1,1,4,5,5,4,2,2,4,3,4,4,2,1,2,2,4,4,4,4,4,5,2,5,3,5,5,25,25,41,15,31,20,40,8,79
204,1,35,4,2,5,1,1,4,2,4,2,4,2,2,4,3,3,3,3,3,4,4,1,2,1,4,4,2,4,4,3,2,3,1,3,1,3,3,1,1,5,5,5,4,6,3,4,4,3,4,4,3,3,3,3,4,4,1,1,1,4,2,4,3,1,0,1,1,0,0,1,0,0,0,0,2,4,2,2,2,1,5,3,3,3,5,3,2,2,4,4,2,2,4,4,4,3,2,2,2,2,3,2,3,3,4,4,3,2,4,4,2,1,1,2,2,24,18,32,19,25,32,34,3,39
117,1,54,4,1,6,4,2,3,2,3,1,3,1,1,3,3,3,3,1,2,4,1,1,2,1,4,4,1,3,1,2,4,4,1,3,1,3,3,1,1,4,4,4,4,3,3,3,3,4,4,2,4,4,3,2,3,3,1,3,1,3,1,3,2,1,1,1,0,0,0,0,0,0,0,1,1,2,3,4,3,3,2,3,3,3,1,3,3,3,2,2,3,3,4,5,5,4,2,2,4,3,2,2,2,2,4,4,4,3,4,5,4,4,5,4,4,23,21,34,11,19,24,34,3,63
62,1,22,1,2,3,1,2,3,3,5,3,5,3,1,3,1,1,4,1,3,4,2,1,3,1,4,5,2,4,1,2,3,4,1,3,1,4,4,2,1,5,3,3,2,2,4,3,3,5,3,3,4,4,5,1,4,4,2,3,4,1,4,2,4,4,0,1,1,0,1,0,0,1,0,0,5,5,4,2,4,2,5,2,4,5,4,1,4,3,5,1,3,3,3,3,3,4,4,4,4,2,1,3,2,2,3,1,1,1,1,1,1,1,2,1,5,22,25,38,14,15,27,21,4,48
358,2,28,2,2,5,1,2,4,3,4,2,4,2,1,4,3,2,4,2,2,4,2,2,3,1,4,4,1,5,1,1,4,4,1,4,1,4,5,2,2,5,5,5,4,2,3,2,3,4,4,3,4,4,3,3,4,4,1,4,1,4,1,4,1,1,1,1,0,0,1,1,0,0,0,1,1,3,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,2,3,3,3,2,2,2,2,4,4,4,4,4,5,3,4,3,3,3,23,23,41,14,21,25,40,5,61
429,1,25,3,2,5,1,2,3,2,3,2,4,2,2,3,1,1,4,1,1,4,1,2,4,1,4,3,1,3,1,1,3,4,1,2,1,3,1,2,1,5,5,5,5,5,3,2,3,4,4,1,4,4,5,1,4,4,1,4,1,3,1,4,1,1,1,1,1,0,0,1,0,1,0,0,4,1,5,3,4,2,4,3,4,4,4,1,4,1,4,4,1,3,4,4,4,3,4,4,4,4,2,2,2,2,4,4,4,4,4,2,5,2,2,2,2,22,26,31,12,25,23,39,5,50
106,1,37,4,1,5,1,2,3,4,4,3,4,4,2,4,3,2,4,1,2,4,3,2,4,1,4,5,2,4,1,1,3,4,2,5,2,4,4,4,4,6,6,6,7,5,3,1,2,3,3,1,2,4,3,3,4,4,1,4,1,3,2,4,2,1,1,1,1,1,1,0,1,1,0,0,3,3,3,4,5,4,2,3,4,4,2,3,4,3,3,2,4,4,2,3,2,3,2,3,4,3,3,3,4,2,4,4,3,3,4,3,3,4,4,3,4,18,23,41,22,30,25,37,7,66
503,2,63,4,2,4,6,2,3,3,3,3,4,4,3,3,3,3,3,3,2,4,3,1,4,1,3,2,4,2,2,3,3,4,1,3,1,3,3,4,1,4,4,5,6,6,3,4,4,3,3,4,3,3,2,4,3,3,1,3,3,2,4,2,4,3,1,1,1,1,1,0,1,1,1,1,4,2,4,4,4,2,3,4,4,4,3,3,3,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,4,2,1,1,2,2,4,3,3,4,3,18,17,31,21,25,33,23,9,59
353,2,48,4,1,2,6,2,3,3,3,2,4,2,2,3,1,1,4,3,1,3,3,2,5,2,5,1,2,4,1,2,2,2,2,3,3,3,3,2,2,5,3,4,3,5,4,3,3,3,3,3,3,3,4,4,3,3,2,2,3,3,2,2,2,2,1,1,1,0,0,1,1,1,0,0,3,2,4,3,3,2,2,4,4,4,3,3,3,3,4,3,3,3,3,4,4,3,4,4,2,4,3,3,3,3,3,2,3,3,3,3,4,4,3,2,3,21,24,31,21,20,33,27,6,58
29,1,21,1,2,3,5,2,4,1,4,2,5,1,2,4,1,2,2,1,2,4,2,2,2,1,3,4,1,3,1,1,4,3,2,4,2,3,3,2,1,6,6,7,7,7,3,3,3,3,3,3,4,3,3,3,4,4,3,4,4,3,3,4,2,2,0,1,1,0,1,0,0,0,0,1,2,3,3,3,4,5,4,1,4,3,3,2,4,3,1,1,4,5,5,4,5,3,4,3,4,3,3,3,2,3,2,1,2,3,3,4,3,2,3,5,5,27,23,33,15,33,29,30,4,63
364,1,56,4,1,4,1,1,4,4,4,3,2,3,3,3,2,2,3,2,3,4,3,2,3,3,3,2,3,3,2,3,3,3,3,2,2,4,4,4,3,5,5,5,5,5,3,4,4,4,3,3,3,3,4,4,4,3,2,3,2,3,3,2,3,3,0,1,1,0,0,0,0,0,0,1,3,3,2,3,3,4,4,2,3,3,4,4,4,3,2,2,4,4,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,2,2,4,4,18,19,31,28,25,33,27,3,57
335,1,36,4,1,6,1,2,3,1,4,1,4,1,1,3,1,1,3,1,1,4,2,1,4,1,3,5,1,4,1,1,3,5,1,3,1,4,4,1,1,6,6,6,6,4,2,2,2,4,4,2,4,4,3,2,4,4,1,4,1,4,1,4,1,1,1,1,1,1,0,1,1,0,1,1,4,1,4,4,4,4,3,4,4,4,1,4,4,4,1,1,4,4,5,5,5,4,4,4,4,4,2,2,2,2,4,4,4,4,4,2,5,3,5,5,5,26,26,39,11,28,21,40,8,73
